,0
failure,1.0
metric1,127175526.9245283
metric2,4109.433962264151
metric3,3.9056603773584904
metric4,54.632075471698116
metric5,15.462264150943396
metric6,258303.48113207548
metric7,30.62264150943396
metric8,30.62264150943396
metric9,23.08490566037736
