,0
metric3,0.011980126198067207
metric9,0.03224737983362349
metric7,0.038082008492003425
metric8,0.04565793532528493
metric5,0.07363560576913263
metric4,0.091221091924375
metric2,0.09386811470348501
metric6,0.27408372793423497
metric1,0.3392240098197932
